"godina","opstina","vakcina","planirano","vakcinisano"
2020,"Tутин","bOPV rev. 2",420,350
2020,"Tутин","bOPV rev. 3",500,390
2020,"Tутин","DT rev. 2",420,350
2021,"Tутин","DT rev. 2",470,420
2020,"Tутин","dT rev. 3",500,390
2021,"Tутин","dT rev. 3",480,200
2020,"Tутин","DTаP-IPV-Hib",450,370
2021,"Tутин","DTаP-IPV-Hib",450,390
2020,"Tутин","DTаP-IPV-Hib rev. 1",470,370
2021,"Tутин","DTаP-IPV-Hib rev. 1",460,420
2020,"Tутин","Hep B",450,361
2021,"Tутин","Hep B",450,390
2021,"Tутин","IPV rev. 2",470,420
2020,"Tутин","MMR 1",450,380
2021,"Tутин","MMR 1",460,370
2020,"Tутин","MMR 2",420,365
2021,"Tутин","MMR 2",470,302
2020,"Tутин","PCV 10",450,361
2021,"Tутин","PCV 10",450,390
2020,"Tутин","PCV 10 rev.",0,0
2021,"Tутин","PCV 10 rev.",460,420
2020,"Ада","bOPV rev. 2",126,123
2020,"Ада","bOPV rev. 3",143,143
2020,"Ада","DT rev. 2",126,123
2021,"Ада","DT rev. 2",148,148
2020,"Ада","dT rev. 3",143,143
2021,"Ада","dT rev. 3",129,129
2020,"Ада","DTаP-IPV-Hib",126,125
2021,"Ада","DTаP-IPV-Hib",128,120
2020,"Ада","DTаP-IPV-Hib rev. 1",126,108
2021,"Ада","DTаP-IPV-Hib rev. 1",136,131
2020,"Ада","Hep B",126,126
2020,"Ада","Hep B",,3
2021,"Ада","Hep B",128,126
2021,"Ада","IPV rev. 2",148,148
2020,"Ада","MMR 1",127,127
2021,"Ада","MMR 1",136,127
2020,"Ада","MMR 2",126,98
2021,"Ада","MMR 2",148,148
2020,"Ада","PCV 10",126,121
2021,"Ада","PCV 10",128,120
2020,"Ада","PCV 10 rev.",126,112
2021,"Ада","PCV 10 rev.",136,127
2020,"Александровац","bOPV rev. 2",167,165
2020,"Александровац","bOPV rev. 3",195,188
2020,"Александровац","DT rev. 2",167,165
2021,"Александровац","DT rev. 2",186,185
2020,"Александровац","dT rev. 3",195,188
2021,"Александровац","dT rev. 3",213,213
2020,"Александровац","DTаP-IPV-Hib",165,165
2021,"Александровац","DTаP-IPV-Hib",174,172
2020,"Александровац","DTаP-IPV-Hib rev. 1",186,168
2021,"Александровац","DTаP-IPV-Hib rev. 1",160,147
2020,"Александровац","Hep B",165,165
2021,"Александровац","Hep B",174,170
2021,"Александровац","IPV rev. 2",186,176
2020,"Александровац","MMR 1",186,185
2021,"Александровац","MMR 1",165,160
2020,"Александровац","MMR 2",167,167
2021,"Александровац","MMR 2",186,184
2021,"Александровац","MMR 2",,7
2020,"Александровац","PCV 10",165,165
2021,"Александровац","PCV 10",174,172
2020,"Александровац","PCV 10 rev.",186,168
2021,"Александровац","PCV 10 rev.",160,147
2020,"Алексинац","bOPV rev. 2",353,114
2020,"Алексинац","bOPV rev. 3",461,41
2020,"Алексинац","DT rev. 2",353,114
2021,"Алексинац","DT rev. 2",360,320
2020,"Алексинац","dT rev. 3",461,410
2021,"Алексинац","dT rev. 3",603,603
2020,"Алексинац","DTаP-IPV-Hib",375,291
2021,"Алексинац","DTаP-IPV-Hib",360,337
2020,"Алексинац","DTаP-IPV-Hib rev. 1",400,282
2021,"Алексинац","DTаP-IPV-Hib rev. 1",375,324
2020,"Алексинац","Hep B",375,314
2020,"Алексинац","Hep B",,12
2021,"Алексинац","Hep B",360,346
2021,"Алексинац","Hep B",,12
2021,"Алексинац","IPV rev. 2",360,320
2020,"Алексинац","MMR 1",400,246
2021,"Алексинац","MMR 1",375,365
2021,"Алексинац","MMR 1",,15
2021,"Алексинац","MMR 1+2",,8
2020,"Алексинац","MMR 2",353,297
2021,"Алексинац","MMR 2",360,310
2021,"Алексинац","MMR 2",,10
2020,"Алексинац","PCV 10",375,274
2021,"Алексинац","PCV 10",360,340
2020,"Алексинац","PCV 10 rev.",700,190
2021,"Алексинац","PCV 10 rev.",375,289
2020,"Алибунар","bOPV rev. 2",156,151
2020,"Алибунар","bOPV rev. 3",165,165
2020,"Алибунар","DT rev. 2",156,107
2021,"Алибунар","DT rev. 2",166,164
2020,"Алибунар","dT rev. 3",165,165
2021,"Алибунар","dT rev. 3",170,168
2020,"Алибунар","DTаP-IPV-Hib",148,140
2021,"Алибунар","DTаP-IPV-Hib",142,142
2020,"Алибунар","DTаP-IPV-Hib rev. 1",156,153
2021,"Алибунар","DTаP-IPV-Hib rev. 1",151,140
2020,"Алибунар","Hep B",145,132
2021,"Алибунар","Hep B",144,141
2021,"Алибунар","IPV rev. 2",166,166
2020,"Алибунар","MMR 1",164,151
2021,"Алибунар","MMR 1",152,152
2021,"Алибунар","MMR 1",,4
2020,"Алибунар","MMR 2",156,156
2021,"Алибунар","MMR 2",165,165
2020,"Алибунар","PCV 10",148,139
2021,"Алибунар","PCV 10",142,142
2020,"Алибунар","PCV 10 rev.",151,148
2021,"Алибунар","PCV 10 rev.",151,146
2020,"Апатин","bOPV rev. 2",223,178
2020,"Апатин","bOPV rev. 3",289,269
2020,"Апатин","DT rev. 2",223,178
2021,"Апатин","DT rev. 2",313,303
2020,"Апатин","dT rev. 3",289,210
2021,"Апатин","dT rev. 3",353,342
2020,"Апатин","DTаP-IPV-Hib",178,178
2021,"Апатин","DTаP-IPV-Hib",277,235
2020,"Апатин","DTаP-IPV-Hib rev. 1",178,166
2021,"Апатин","DTаP-IPV-Hib rev. 1",284,244
2020,"Апатин","Hep B",178,178
2020,"Апатин","Hep B",,69
2021,"Апатин","Hep B",277,235
2021,"Апатин","IPV rev. 2",313,303
2020,"Апатин","MMR 1",178,154
2021,"Апатин","MMR 1",282,233
2020,"Апатин","MMR 2",223,173
2021,"Апатин","MMR 2",313,303
2020,"Апатин","PCV 10",178,168
2021,"Апатин","PCV 10",277,235
2020,"Апатин","PCV 10 rev.",235,225
2021,"Апатин","PCV 10 rev.",282,244
2020,"Аранђеловац","bOPV rev. 2",340,285
2020,"Аранђеловац","bOPV rev. 3",449,416
2020,"Аранђеловац","DT rev. 2",340,214
2021,"Аранђеловац","DT rev. 2",400,358
2020,"Аранђеловац","dT rev. 3",449,446
2021,"Аранђеловац","dT rev. 3",470,410
2020,"Аранђеловац","DTаP-IPV-Hib",388,386
2021,"Аранђеловац","DTаP-IPV-Hib",385,352
2020,"Аранђеловац","DTаP-IPV-Hib rev. 1",385,385
2021,"Аранђеловац","DTаP-IPV-Hib rev. 1",388,380
2020,"Аранђеловац","Hep B",388,386
2021,"Аранђеловац","Hep B",385,354
2021,"Аранђеловац","IPV rev. 2",400,382
2020,"Аранђеловац","MMR 1",383,344
2021,"Аранђеловац","MMR 1",388,379
2020,"Аранђеловац","MMR 2",340,310
2021,"Аранђеловац","MMR 2",400,362
2020,"Аранђеловац","PCV 10",388,385
2021,"Аранђеловац","PCV 10",385,331
2020,"Аранђеловац","PCV 10 rev.",383,292
2021,"Аранђеловац","PCV 10 rev.",388,341
2020,"Ариље","bOPV rev. 2",156,154
2020,"Ариље","bOPV rev. 3",179,177
2020,"Ариље","DT rev. 2",156,149
2021,"Ариље","DT rev. 2",163,162
2020,"Ариље","dT rev. 3",179,177
2021,"Ариље","dT rev. 3",171,167
2020,"Ариље","DTаP-IPV-Hib",169,169
2021,"Ариље","DTаP-IPV-Hib",134,130
2020,"Ариље","DTаP-IPV-Hib rev. 1",142,133
2021,"Ариље","DTаP-IPV-Hib rev. 1",160,135
2020,"Ариље","Hep B",160,160
2021,"Ариље","Hep B",134,126
2021,"Ариље","Hep B",,3
2021,"Ариље","IPV rev. 2",163,162
2020,"Ариље","MMR 1",148,110
2020,"Ариље","MMR 1",,20
2021,"Ариље","MMR 1",150,110
2021,"Ариље","MMR 1",,40
2020,"Ариље","MMR 2",156,153
2020,"Ариље","MMR 2",,2
2021,"Ариље","MMR 2",163,162
2021,"Ариље","MMR 2",,3
2020,"Ариље","PCV 10",169,169
2021,"Ариље","PCV 10",134,130
2020,"Ариље","PCV 10 rev.",142,133
2021,"Ариље","PCV 10 rev.",160,135
2020,"Бабушница","bOPV rev. 2",58,58
2020,"Бабушница","bOPV rev. 3",77,77
2020,"Бабушница","DT rev. 2",58,58
2021,"Бабушница","DT rev. 2",74,72
2020,"Бабушница","dT rev. 3",77,77
2021,"Бабушница","dT rev. 3",83,0
2020,"Бабушница","DTаP-IPV-Hib",60,48
2021,"Бабушница","DTаP-IPV-Hib",40,34
2020,"Бабушница","DTаP-IPV-Hib rev. 1",60,53
2021,"Бабушница","DTаP-IPV-Hib rev. 1",57,43
2020,"Бабушница","Hep B",60,48
2021,"Бабушница","Hep B",40,36
2021,"Бабушница","IPV rev. 2",74,70
2020,"Бабушница","MMR 1",60,51
2021,"Бабушница","MMR 1",37,34
2021,"Бабушница","MMR 1",,6
2020,"Бабушница","MMR 2",58,54
2020,"Бабушница","MMR 2",,5
2021,"Бабушница","MMR 2",74,73
2021,"Бабушница","MMR 2",,3
2020,"Бабушница","PCV 10",60,48
2021,"Бабушница","PCV 10",40,34
2020,"Бабушница","PCV 10 rev.",60,53
2021,"Бабушница","PCV 10 rev.",37,33
2020,"Бајна Башта","bOPV rev. 2",187,187
2020,"Бајна Башта","bOPV rev. 3",240,0
2020,"Бајна Башта","DT rev. 2",180,138
2021,"Бајна Башта","DT rev. 2",207,207
2020,"Бајна Башта","dT rev. 3",240,0
2021,"Бајна Башта","dT rev. 3",260,260
2020,"Бајна Башта","DTаP-IPV-Hib",220,190
2021,"Бајна Башта","DTаP-IPV-Hib",175,151
2020,"Бајна Башта","DTаP-IPV-Hib rev. 1",220,194
2021,"Бајна Башта","DTаP-IPV-Hib rev. 1",180,173
2020,"Бајна Башта","Hep B",220,186
2021,"Бајна Башта","Hep B",175,154
2021,"Бајна Башта","IPV rev. 2",207,207
2020,"Бајна Башта","MMR 1",180,175
2021,"Бајна Башта","MMR 1",175,160
2020,"Бајна Башта","MMR 2",186,186
2021,"Бајна Башта","MMR 2",207,207
2020,"Бајна Башта","PCV 10",220,190
2021,"Бајна Башта","PCV 10",175,151
2020,"Бајна Башта","PCV 10 rev.",220,194
2021,"Бајна Башта","PCV 10 rev.",180,165
2020,"Барајево","bOPV rev. 2",290,189
2020,"Барајево","bOPV rev. 3",260,226
2020,"Барајево","DT rev. 2",260,132
2021,"Барајево","DT rev. 2",200,168
2020,"Барајево","dT rev. 3",270,247
2021,"Барајево","dT rev. 3",250,210
2020,"Барајево","DTаP-IPV-Hib",260,167
2021,"Барајево","DTаP-IPV-Hib",200,173
2020,"Барајево","DTаP-IPV-Hib rev. 1",237,159
2021,"Барајево","DTаP-IPV-Hib rev. 1",200,155
2020,"Барајево","Hep B",240,191
2021,"Барајево","Hep B",200,158
2021,"Барајево","IPV rev. 2",200,182
2020,"Барајево","MMR 1",284,172
2021,"Барајево","MMR 1",200,108
2021,"Барајево","MMR 1",,31
2021,"Барајево","MMR 1+2",,7
2020,"Барајево","MMR 2",295,200
2020,"Барајево","MMR 2",,6
2021,"Барајево","MMR 2",200,171
2021,"Барајево","MMR 2",,7
2020,"Барајево","PCV 10",230,172
2021,"Барајево","PCV 10",200,173
2020,"Барајево","PCV 10 rev.",230,145
2021,"Барајево","PCV 10 rev.",200,155
2020,"Баточина","bOPV rev. 2",81,79
2020,"Баточина","bOPV rev. 3",105,88
2020,"Баточина","DT rev. 2",81,80
2021,"Баточина","DT rev. 2",81,78
2020,"Баточина","dT rev. 3",105,89
2021,"Баточина","dT rev. 3",96,91
2020,"Баточина","DTаP-IPV-Hib",82,79
2021,"Баточина","DTаP-IPV-Hib",75,71
2020,"Баточина","DTаP-IPV-Hib rev. 1",82,79
2021,"Баточина","DTаP-IPV-Hib rev. 1",80,76
2020,"Баточина","Hep B",82,75
2020,"Баточина","Hep B",,9
2021,"Баточина","Hep B",75,61
2021,"Баточина","IPV rev. 2",81,80
2020,"Баточина","MMR 1",82,80
2021,"Баточина","MMR 1",80,76
2020,"Баточина","MMR 2",81,81
2021,"Баточина","MMR 2",81,81
2020,"Баточина","PCV 10",82,79
2021,"Баточина","PCV 10",75,71
2020,"Баточина","PCV 10 rev.",82,80
2021,"Баточина","PCV 10 rev.",80,69
2020,"Бач","bOPV rev. 2",100,100
2020,"Бач","bOPV rev. 3",100,100
2020,"Бач","DT rev. 2",100,100
2021,"Бач","DT rev. 2",92,91
2020,"Бач","dT rev. 3",100,100
2021,"Бач","dT rev. 3",195,194
2020,"Бач","DTаP-IPV-Hib",94,88
2021,"Бач","DTаP-IPV-Hib",97,87
2020,"Бач","DTаP-IPV-Hib rev. 1",87,71
2021,"Бач","DTаP-IPV-Hib rev. 1",106,99
2020,"Бач","Hep B",94,89
2021,"Бач","Hep B",94,85
2021,"Бач","IPV rev. 2",92,91
2020,"Бач","MMR 1",100,86
2020,"Бач","MMR 1",,1
2021,"Бач","MMR 1",108,96
2021,"Бач","MMR 1",,20
2020,"Бач","MMR 2",100,100
2021,"Бач","MMR 2",92,91
2020,"Бач","PCV 10",91,85
2021,"Бач","PCV 10",97,87
2020,"Бач","PCV 10 rev.",87,71
2021,"Бач","PCV 10 rev.",106,99
2020,"Бачка Паланка","bOPV rev. 2",423,402
2020,"Бачка Паланка","bOPV rev. 3",534,473
2020,"Бачка Паланка","DT rev. 2",423,352
2021,"Бачка Паланка","DT rev. 2",447,424
2020,"Бачка Паланка","dT rev. 3",496,449
2021,"Бачка Паланка","dT rev. 3",596,438
2020,"Бачка Паланка","DTаP-IPV-Hib",473,449
2021,"Бачка Паланка","DTаP-IPV-Hib",453,424
2020,"Бачка Паланка","DTаP-IPV-Hib rev. 1",478,433
2021,"Бачка Паланка","DTаP-IPV-Hib rev. 1",485,393
2020,"Бачка Паланка","Hep B",461,427
2020,"Бачка Паланка","Hep B",,2
2021,"Бачка Паланка","Hep B",484,431
2021,"Бачка Паланка","IPV rev. 2",440,418
2020,"Бачка Паланка","MMR 1",508,413
2020,"Бачка Паланка","MMR 1",,5
2021,"Бачка Паланка","MMR 1",543,421
2021,"Бачка Паланка","MMR 1",,71
2020,"Бачка Паланка","MMR 2",423,401
2021,"Бачка Паланка","MMR 2",453,441
2021,"Бачка Паланка","MMR 2",,2
2020,"Бачка Паланка","PCV 10",474,451
2021,"Бачка Паланка","PCV 10",452,424
2020,"Бачка Паланка","PCV 10 rev.",457,419
2021,"Бачка Паланка","PCV 10 rev.",481,389
2020,"Бачка Топола","bOPV rev. 2",259,245
2020,"Бачка Топола","bOPV rev. 3",262,250
2020,"Бачка Топола","DT rev. 2",259,165
2021,"Бачка Топола","DT rev. 2",233,213
2020,"Бачка Топола","dT rev. 3",262,255
2021,"Бачка Топола","dT rev. 3",226,20
2020,"Бачка Топола","DTаP-IPV-Hib",200,196
2021,"Бачка Топола","DTаP-IPV-Hib",220,209
2020,"Бачка Топола","DTаP-IPV-Hib rev. 1",220,209
2021,"Бачка Топола","DTаP-IPV-Hib rev. 1",221,210
2020,"Бачка Топола","Hep B",200,197
2020,"Бачка Топола","Hep B",,24
2021,"Бачка Топола","Hep B",220,210
2021,"Бачка Топола","Hep B",,6
2021,"Бачка Топола","IPV rev. 2",233,226
2020,"Бачка Топола","MMR 1",220,200
2021,"Бачка Топола","MMR 1",221,206
2021,"Бачка Топола","MMR 1",,5
2021,"Бачка Топола","MMR 1+2",,2
2020,"Бачка Топола","MMR 2",259,236
2021,"Бачка Топола","MMR 2",233,223
2021,"Бачка Топола","MMR 2",,5
2020,"Бачка Топола","PCV 10",200,196
2021,"Бачка Топола","PCV 10",220,208
2020,"Бачка Топола","PCV 10 rev.",220,201
2021,"Бачка Топола","PCV 10 rev.",221,185
2020,"Бачки Петровац","bOPV rev. 2",108,107
2020,"Бачки Петровац","bOPV rev. 3",109,105
2020,"Бачки Петровац","DT rev. 2",108,107
2021,"Бачки Петровац","DT rev. 2",117,117
2020,"Бачки Петровац","dT rev. 3",109,109
2021,"Бачки Петровац","dT rev. 3",119,119
2020,"Бачки Петровац","DTаP-IPV-Hib",106,97
2021,"Бачки Петровац","DTаP-IPV-Hib",98,96
2020,"Бачки Петровац","DTаP-IPV-Hib rev. 1",107,99
2021,"Бачки Петровац","DTаP-IPV-Hib rev. 1",115,103
2020,"Бачки Петровац","Hep B",111,101
2021,"Бачки Петровац","Hep B",98,93
2021,"Бачки Петровац","IPV rev. 2",117,117
2020,"Бачки Петровац","MMR 1",110,100
2021,"Бачки Петровац","MMR 1",108,99
2020,"Бачки Петровац","MMR 2",108,87
2021,"Бачки Петровац","MMR 2",117,117
2020,"Бачки Петровац","PCV 10",106,97
2021,"Бачки Петровац","PCV 10",98,96
2020,"Бачки Петровац","PCV 10 rev.",110,99
2021,"Бачки Петровац","PCV 10 rev.",115,103
2020,"Бела Паланка","bOPV rev. 2",93,91
2020,"Бела Паланка","bOPV rev. 3",86,84
2020,"Бела Паланка","DT rev. 2",93,85
2021,"Бела Паланка","DT rev. 2",95,95
2020,"Бела Паланка","dT rev. 3",86,84
2021,"Бела Паланка","dT rev. 3",75,75
2020,"Бела Паланка","DTаP-IPV-Hib",80,78
2021,"Бела Паланка","DTаP-IPV-Hib",78,78
2020,"Бела Паланка","DTаP-IPV-Hib rev. 1",80,75
2021,"Бела Паланка","DTаP-IPV-Hib rev. 1",80,80
2020,"Бела Паланка","Hep B",80,66
2021,"Бела Паланка","Hep B",75,75
2021,"Бела Паланка","Hep B",,7
2021,"Бела Паланка","IPV rev. 2",95,95
2020,"Бела Паланка","MMR 1",80,69
2021,"Бела Паланка","MMR 1",80,80
2021,"Бела Паланка","MMR 1",,3
2020,"Бела Паланка","MMR 2",93,93
2020,"Бела Паланка","MMR 2",,5
2021,"Бела Паланка","MMR 2",95,95
2021,"Бела Паланка","MMR 2",,2
2020,"Бела Паланка","PCV 10",80,68
2021,"Бела Паланка","PCV 10",75,75
2020,"Бела Паланка","PCV 10 rev.",80,65
2021,"Бела Паланка","PCV 10 rev.",80,80
2021,"Бела Црква","DTаP-IPV-Hib",104,101
2021,"Бела Црква","DTаP-IPV-Hib rev. 1",117,112
2020,"БелаЦрква","bOPV rev. 2",124,110
2020,"БелаЦрква","bOPV rev. 3",151,146
2020,"БелаЦрква","DT rev. 2",124,102
2021,"БелаЦрква","DT rev. 2",113,112
2020,"БелаЦрква","dT rev. 3",151,150
2021,"БелаЦрква","dT rev. 3",156,153
2020,"БелаЦрква","DTаP-IPV-Hib",116,112
2020,"БелаЦрква","DTаP-IPV-Hib rev. 1",134,127
2020,"БелаЦрква","Hep B",116,112
2020,"БелаЦрква","Hep B",,1
2021,"БелаЦрква","Hep B",104,101
2021,"БелаЦрква","Hep B",,3
2021,"БелаЦрква","IPV rev. 2",113,113
2020,"БелаЦрква","MMR 1",133,123
2021,"БелаЦрква","MMR 1",118,113
2021,"БелаЦрква","MMR 1",,13
2020,"БелаЦрква","MMR 2",124,116
2021,"БелаЦрква","MMR 2",113,110
2021,"БелаЦрква","MMR 2",,4
2020,"БелаЦрква","PCV 10",116,112
2021,"БелаЦрква","PCV 10",104,101
2020,"БелаЦрква","PCV 10 rev.",134,127
2021,"БелаЦрква","PCV 10 rev.",117,112
2020,"Беочин","bOPV rev. 2",136,130
2020,"Беочин","bOPV rev. 3",137,135
2020,"Беочин","DT rev. 2",136,130
2021,"Беочин","DT rev. 2",119,119
2020,"Беочин","dT rev. 3",137,135
2021,"Беочин","dT rev. 3",137,137
2020,"Беочин","DTаP-IPV-Hib",138,128
2021,"Беочин","DTаP-IPV-Hib",157,143
2020,"Беочин","DTаP-IPV-Hib rev. 1",139,114
2021,"Беочин","DTаP-IPV-Hib rev. 1",156,130
2020,"Беочин","Hep B",156,130
2021,"Беочин","Hep B",171,135
2021,"Беочин","IPV rev. 2",119,119
2020,"Беочин","MMR 1",169,119
2021,"Беочин","MMR 1",199,126
2020,"Беочин","MMR 2",136,130
2021,"Беочин","MMR 2",119,119
2020,"Беочин","PCV 10",138,128
2021,"Беочин","PCV 10",157,143
2020,"Беочин","PCV 10 rev.",139,114
2021,"Беочин","PCV 10 rev.",156,130
2020,"Бечеј","bOPV rev. 2",303,299
2020,"Бечеј","bOPV rev. 3",374,362
2020,"Бечеј","DT rev. 2",303,27
2021,"Бечеј","DT rev. 2",308,306
2020,"Бечеј","dT rev. 3",374,362
2021,"Бечеј","dT rev. 3",353,272
2020,"Бечеј","DTаP-IPV-Hib",261,259
2021,"Бечеј","DTаP-IPV-Hib",310,307
2020,"Бечеј","DTаP-IPV-Hib rev. 1",332,326
2021,"Бечеј","DTаP-IPV-Hib rev. 1",287,277
2020,"Бечеј","Hep B",298,298
2021,"Бечеј","Hep B",328,324
2021,"Бечеј","IPV rev. 2",312,310
2020,"Бечеј","MMR 1",290,283
2021,"Бечеј","MMR 1",334,321
2020,"Бечеј","MMR 2",303,299
2021,"Бечеј","MMR 2",308,307
2020,"Бечеј","PCV 10",261,253
2021,"Бечеј","PCV 10",310,307
2020,"Бечеј","PCV 10 rev.",332,326
2021,"Бечеј","PCV 10 rev.",287,277
2020,"Блаце","bOPV rev. 2",79,79
2020,"Блаце","bOPV rev. 3",94,93
2020,"Блаце","DT rev. 2",79,77
2021,"Блаце","DT rev. 2",95,94
2020,"Блаце","dT rev. 3",94,94
2021,"Блаце","dT rev. 3",85,85
2020,"Блаце","DTаP-IPV-Hib",83,48
2021,"Блаце","DTаP-IPV-Hib",71,70
2020,"Блаце","DTаP-IPV-Hib rev. 1",83,83
2021,"Блаце","DTаP-IPV-Hib rev. 1",71,50
2020,"Блаце","Hep B",83,56
2021,"Блаце","Hep B",71,70
2021,"Блаце","Hep B",,2
2021,"Блаце","IPV rev. 2",95,86
2020,"Блаце","MMR 1",83,62
2021,"Блаце","MMR 1",71,48
2021,"Блаце","MMR 1",,10
2020,"Блаце","MMR 2",79,78
2020,"Блаце","MMR 2",,1
2021,"Блаце","MMR 2",95,92
2021,"Блаце","MMR 2",,1
2020,"Блаце","PCV 10",83,47
2021,"Блаце","PCV 10",71,70
2020,"Блаце","PCV 10 rev.",2,2
2021,"Блаце","PCV 10 rev.",81,81
2020,"Богатић","bOPV rev. 2",212,202
2020,"Богатић","bOPV rev. 3",253,123
2020,"Богатић","DT rev. 2",212,190
2021,"Богатић","DT rev. 2",235,213
2020,"Богатић","dT rev. 3",253,130
2021,"Богатић","dT rev. 3",241,133
2020,"Богатић","DTаP-IPV-Hib",184,196
2021,"Богатић","DTаP-IPV-Hib",194,194
2020,"Богатић","DTаP-IPV-Hib rev. 1",208,194
2021,"Богатић","DTаP-IPV-Hib rev. 1",220,178
2020,"Богатић","Hep B",203,202
2021,"Богатић","Hep B",189,183
2021,"Богатић","IPV rev. 2",235,234
2020,"Богатић","MMR 1",199,199
2021,"Богатић","MMR 1",190,190
2020,"Богатић","MMR 2",212,204
2021,"Богатић","MMR 2",237,237
2020,"Богатић","PCV 10",184,195
2021,"Богатић","PCV 10",194,194
2020,"Богатић","PCV 10 rev.",208,180
2021,"Богатић","PCV 10 rev.",220,176
2020,"Бојник","bOPV rev. 2",115,85
2020,"Бојник","bOPV rev. 3",110,110
2020,"Бојник","DT rev. 2",115,85
2021,"Бојник","DT rev. 2",100,96
2020,"Бојник","dT rev. 3",110,110
2021,"Бојник","dT rev. 3",103,87
2020,"Бојник","DTаP-IPV-Hib",86,86
2021,"Бојник","DTаP-IPV-Hib",90,90
2020,"Бојник","DTаP-IPV-Hib rev. 1",90,88
2021,"Бојник","DTаP-IPV-Hib rev. 1",90,80
2020,"Бојник","Hep B",86,85
2021,"Бојник","Hep B",90,90
2021,"Бојник","Hep B",,4
2021,"Бојник","IPV rev. 2",100,96
2020,"Бојник","MMR 1",90,88
2021,"Бојник","MMR 1",90,90
2021,"Бојник","MMR 1",,4
2020,"Бојник","MMR 2",115,87
2021,"Бојник","MMR 2",100,82
2020,"Бојник","PCV 10",86,85
2021,"Бојник","PCV 10",90,82
2020,"Бојник","PCV 10 rev.",90,82
2021,"Бојник","PCV 10 rev.",90,76
2020,"Бољевац","bOPV rev. 2",60,60
2020,"Бољевац","bOPV rev. 3",85,84
2020,"Бољевац","DT rev. 2",60,60
2021,"Бољевац","DT rev. 2",83,83
2020,"Бољевац","dT rev. 3",85,84
2021,"Бољевац","dT rev. 3",91,91
2020,"Бољевац","DTаP-IPV-Hib",67,65
2021,"Бољевац","DTаP-IPV-Hib",48,48
2020,"Бољевац","DTаP-IPV-Hib rev. 1",43,41
2021,"Бољевац","DTаP-IPV-Hib rev. 1",73,71
2020,"Бољевац","Hep B",67,65
2021,"Бољевац","Hep B",48,46
2021,"Бољевац","IPV rev. 2",83,81
2020,"Бољевац","MMR 1",43,41
2021,"Бољевац","MMR 1",73,72
2020,"Бољевац","MMR 2",60,58
2021,"Бољевац","MMR 2",83,82
2020,"Бољевац","PCV 10",67,65
2021,"Бољевац","PCV 10",48,48
2020,"Бољевац","PCV 10 rev.",43,41
2021,"Бољевац","PCV 10 rev.",73,71
2020,"Бор","bOPV rev. 2",371,357
2020,"Бор","bOPV rev. 3",398,360
2020,"Бор","DT rev. 2",371,202
2021,"Бор","DT rev. 2",361,350
2020,"Бор","dT rev. 3",398,362
2021,"Бор","dT rev. 3",353,335
2020,"Бор","DTаP-IPV-Hib",355,326
2021,"Бор","DTаP-IPV-Hib",360,342
2020,"Бор","DTаP-IPV-Hib rev. 1",373,335
2021,"Бор","DTаP-IPV-Hib rev. 1",366,343
2020,"Бор","Hep B",355,323
2020,"Бор","Hep B",,14
2021,"Бор","Hep B",360,341
2021,"Бор","Hep B",,20
2021,"Бор","IPV rev. 2",361,350
2020,"Бор","MMR 1",358,322
2020,"Бор","MMR 1",,34
2021,"Бор","MMR 1",366,326
2021,"Бор","MMR 1",,20
2020,"Бор","MMR 2",371,357
2020,"Бор","MMR 2",,18
2021,"Бор","MMR 2",361,342
2021,"Бор","MMR 2",,7
2020,"Бор","PCV 10",355,326
2021,"Бор","PCV 10",360,342
2020,"Бор","PCV 10 rev.",373,335
2021,"Бор","PCV 10 rev.",366,343
2020,"Босилеград","bOPV rev. 2",33,28
2020,"Босилеград","bOPV rev. 3",49,48
2020,"Босилеград","DT rev. 2",33,28
2021,"Босилеград","DT rev. 2",43,40
2020,"Босилеград","dT rev. 3",49,48
2021,"Босилеград","dT rev. 3",53,48
2020,"Босилеград","DTаP-IPV-Hib",36,36
2021,"Босилеград","DTаP-IPV-Hib",36,36
2020,"Босилеград","DTаP-IPV-Hib rev. 1",32,29
2021,"Босилеград","DTаP-IPV-Hib rev. 1",32,25
2020,"Босилеград","Hep B",29,29
2020,"Босилеград","Hep B",,1
2021,"Босилеград","Hep B",36,36
2021,"Босилеград","Hep B",,1
2021,"Босилеград","IPV rev. 2",43,40
2020,"Босилеград","MMR 1",32,32
2020,"Босилеград","MMR 1",,6
2021,"Босилеград","MMR 1",32,29
2021,"Босилеград","MMR 1",,3
2021,"Босилеград","MMR 1+2",,6
2020,"Босилеград","MMR 2",33,33
2021,"Босилеград","MMR 2",42,40
2021,"Босилеград","MMR 2",,3
2020,"Босилеград","PCV 10",37,37
2021,"Босилеград","PCV 10",36,36
2020,"Босилеград","PCV 10 rev.",32,29
2021,"Босилеград","PCV 10 rev.",32,25
2020,"Брус","bOPV rev. 2",123,123
2020,"Брус","bOPV rev. 3",128,128
2020,"Брус","DT rev. 2",123,123
2021,"Брус","DT rev. 2",114,114
2020,"Брус","dT rev. 3",128,128
2021,"Брус","dT rev. 3",133,133
2020,"Брус","DTаP-IPV-Hib",103,103
2021,"Брус","DTаP-IPV-Hib",96,96
2020,"Брус","DTаP-IPV-Hib rev. 1",116,115
2021,"Брус","DTаP-IPV-Hib rev. 1",104,104
2020,"Брус","Hep B",103,103
2021,"Брус","Hep B",96,96
2021,"Брус","IPV rev. 2",114,114
